Corr	In/Out	Num	Fecha	Hora
8523	0	3	20140311	1855
8568	1	3	20140312	713
8610	0	3	20140312	1206
8650	1	3	20140312	1408
8703	0	3	20140312	1755
8781	1	3	20140313	746
8816	0	3	20140313	1209
8817	0	3	20140313	1209
8847	1	3	20140313	1411
8876	0	3	20140313	1708
9170	1	3	20140317	716
9204	0	3	20140317	1203
9257	1	3	20140317	1416
9292	0	3	20140317	1734
9401	1	3	20140318	706
9461	0	3	20140318	1210
9462	0	3	20140318	1210
9505	1	3	20140318	1410
9553	0	3	20140318	1750
9655	1	3	20140319	719
9720	0	3	20140319	1219
9742	1	3	20140319	1416
9775	0	3	20140319	1732
9776	0	3	20140319	1732
9903	1	3	20140320	711
9953	0	3	20140320	1200
10022	1	3	20140320	1424
10074	0	3	20140320	1746
10188	1	3	20140321	716
10236	0	3	20140321	1206
10289	1	3	20140321	1410
10349	0	3	20140321	1707
10464	1	3	20140324	708
10645	0	3	20140324	1832
10774	0	3	20140325	1203
10793	1	3	20140325	1346
10841	0	3	20140325	1719
11005	1	3	20140326	744
11023	0	3	20140326	1150
11101	1	3	20140326	1434
11122	0	3	20140326	1715
11272	1	3	20140327	718
11311	0	3	20140327	1200
11373	1	3	20140327	1422
11405	0	3	20140327	1735
11635	1	3	20140328	1427
11673	0	3	20140328	1652
11861	0	3	20140331	1206
11910	1	3	20140331	1416
11957	0	3	20140331	1731
12103	1	3	20140401	730
12159	0	3	20140401	1212
12205	1	3	20140401	1438
12257	0	3	20140401	1800
12351	1	3	20140402	715
12418	0	3	20140402	1212
12468	1	3	20140402	1436
12504	0	3	20140402	1737
12505	0	3	20140402	1737
12647	1	3	20140403	723
12698	0	3	20140403	1212
12743	1	3	20140403	1424
12796	0	3	20140403	1755
12797	0	3	20140403	1755
12978	0	3	20140404	1222
13022	1	3	20140404	1421
13042	0	3	20140404	1621
13271	0	3	20140407	1207
13316	1	3	20140407	1422
113	0	5	20131213	1648
169	1	5	20131214	741
201	0	5	20131214	1403
285	0	5	20131216	1203
319	1	5	20131216	1341
424	0	5	20131216	1935
449	1	5	20131217	652
508	0	5	20131217	1117
560	1	5	20131217	1356
635	0	5	20131217	1853
741	0	5	20131218	1149
822	1	5	20131218	1441
938	1	5	20131219	704
963	0	5	20131219	927
974	1	5	20131219	1051
1008	0	5	20131219	1214
1037	1	5	20131219	1408
1121	0	5	20131219	2002
1141	1	5	20131220	643
1242	0	5	20131220	1235
1364	1	5	20131221	1033
1371	0	5	20131221	1302
1433	0	5	20131223	1023
1474	1	5	20131223	1336
1512	1	5	20131223	1457
1576	0	5	20131223	1753
1628	1	5	20131224	658
1701	0	5	20131224	1023
1722	1	5	20131224	1143
1733	1	5	20131224	1555
1735	0	5	20131224	1632
1747	1	5	20131226	655
1805	0	5	20131226	1139
1844	1	5	20131226	1332
1915	0	5	20131226	1753
1953	1	5	20131227	653
2002	0	5	20131227	1144
2053	1	5	20131227	1358
2127	0	5	20131227	1728
2144	1	5	20131228	1011
2145	0	5	20131228	1222
2164	1	5	20131230	653
2206	0	5	20131230	921
2209	1	5	20131230	953
2253	0	5	20131230	1231
2255	1	5	20131230	1325
2336	0	5	20131230	1751
2371	1	5	20131231	659
2456	0	5	20131231	1224
2529	0	5	20140102	1158
2571	1	5	20140102	1344
2638	0	5	20140102	1747
2755	0	5	20140103	1226
2764	1	5	20140103	1345
2827	0	5	20140103	1650
2875	1	5	20140106	650
2913	0	5	20140106	758
2980	1	5	20140106	1350
3058	0	5	20140106	1751
3119	0	5	20140107	716
3125	1	5	20140107	725
3246	0	5	20140107	1742
3281	1	5	20140108	648
3345	0	5	20140108	1206
3410	0	5	20140108	1746
3448	1	5	20140109	651
3515	0	5	20140109	1212
3536	1	5	20140109	1401
3583	0	5	20140109	1752
3671	0	5	20140110	1154
3697	1	5	20140110	1355
3722	0	5	20140110	1614
3739	1	5	20140110	1645
3743	0	5	20140110	1653
3765	1	5	20140111	941
3771	0	5	20140111	1141
3802	1	5	20140113	702
3831	0	5	20140113	1028
3832	1	5	20140113	1052
3870	0	5	20140113	1223
3877	1	5	20140113	1338
3910	0	5	20140113	1503
3915	1	5	20140113	1556
3957	0	5	20140113	1822
3981	1	5	20140114	648
4004	0	5	20140114	719
4101	0	5	20140114	1731
4168	0	5	20140115	735
4279	1	5	20140115	1632
4453	1	5	20140117	548
4454	1	5	20140117	549
4456	0	5	20140117	601
4616	0	5	20140117	1907
4623	1	5	20140118	905
4626	0	5	20140118	1047
4678	0	5	20140120	734
4685	1	5	20140120	925
4718	1	5	20140120	1342
4789	0	5	20140120	1754
4811	1	5	20140121	650
4895	0	5	20140121	1209
4896	0	5	20140121	1209
4913	1	5	20140121	1342
4976	0	5	20140121	1815
5151	1	5	20140123	652
5208	0	5	20140123	1219
5224	1	5	20140123	1405
5284	0	5	20140123	1756
5314	1	5	20140124	701
5388	0	5	20140124	1525
5390	1	5	20140124	1551
5427	0	5	20140124	1730
5477	1	5	20140127	912
5504	0	5	20140127	1259
5548	1	5	20140128	914
5550	0	5	20140128	932
6231	1	5	20140219	1106
6235	0	5	20140219	1141
6288	0	5	20140220	1117
6379	1	5	20140222	1139
6463	0	5	20140224	1223
6470	1	5	20140224	1347
6528	0	5	20140224	1758
6549	1	5	20140225	647
6612	0	5	20140225	1206
6646	1	5	20140225	1359
6690	0	5	20140225	1738
6691	0	5	20140225	1738
6724	1	5	20140226	650
6835	0	5	20140226	1535
6837	1	5	20140226	1609
6881	0	5	20140226	1758
6897	1	5	20140227	644
6955	0	5	20140227	1205
6956	0	5	20140227	1205
6987	1	5	20140227	1344
7033	0	5	20140227	1744
7050	1	5	20140228	645
7111	0	5	20140228	1209
7124	1	5	20140228	1345
7170	0	5	20140228	1655
7204	1	5	20140303	648
7274	0	5	20140303	1218
7336	0	5	20140303	1744
7366	1	5	20140304	650
7458	0	5	20140304	1245
7548	0	5	20140304	1832
7564	1	5	20140305	639
7663	1	5	20140305	1445
7714	0	5	20140305	1749
7753	1	5	20140306	654
7830	0	5	20140306	1216
7838	1	5	20140306	1339
7920	0	5	20140306	1821
7935	1	5	20140307	641
7940	0	5	20140307	651
7941	0	5	20140307	651
8070	1	5	20140307	1529
8109	1	5	20140308	1001
8111	0	5	20140308	1207
8143	1	5	20140310	649
8209	0	5	20140310	1159
8263	1	5	20140310	1442
8324	0	5	20140310	1818
8437	0	5	20140311	1226
8442	1	5	20140311	1324
8507	0	5	20140311	1746
8553	1	5	20140312	654
8603	0	5	20140312	1201
8670	1	5	20140312	1616
8722	0	5	20140312	1941
8748	1	5	20140313	643
8770	0	5	20140313	718
8771	0	5	20140313	719
8846	1	5	20140313	1411
8925	0	5	20140313	1954
8926	0	5	20140313	1954
9014	0	5	20140314	1219
9124	1	5	20140315	1058
9147	1	5	20140317	649
9195	0	5	20140317	1144
9263	1	5	20140317	1442
9323	0	5	20140317	1829
9382	1	5	20140318	644
9419	0	5	20140318	752
9423	1	5	20140318	832
9471	0	5	20140318	1218
9472	0	5	20140318	1219
9565	0	5	20140318	1805
9566	0	5	20140318	1806
9695	0	5	20140319	1205
9750	1	5	20140319	1438
9823	0	5	20140319	1827
9883	1	5	20140320	650
9970	0	5	20140320	1212
9998	1	5	20140320	1331
10079	0	5	20140320	1750
10206	1	5	20140321	928
10207	0	5	20140321	932
10213	0	5	20140321	1047
10214	1	5	20140321	1056
10231	0	5	20140321	1203
10267	1	5	20140321	1337
10268	1	5	20140321	1337
10269	1	5	20140321	1337
10346	0	5	20140321	1656
10455	1	5	20140324	701
10492	0	5	20140324	1135
10570	1	5	20140324	1448
10640	0	5	20140324	1809
10712	1	5	20140325	651
10769	0	5	20140325	1152
10770	0	5	20140325	1152
10771	0	5	20140325	1152
10843	0	5	20140325	1721
10983	1	5	20140326	704
11053	0	5	20140326	1209
11103	1	5	20140326	1441
11160	0	5	20140326	1817
11333	0	5	20140327	1212
11354	1	5	20140327	1355
11426	0	5	20140327	1759
11550	0	5	20140328	915
11584	1	5	20140328	1206
11591	0	5	20140328	1209
11601	1	5	20140328	1221
11687	0	5	20140328	1749
11748	1	5	20140329	1041
11754	1	5	20140329	1127
11755	0	5	20140329	1147
11771	1	5	20140329	1614
11879	0	5	20140331	1239
11931	1	5	20140331	1528
11993	0	5	20140331	1819
12074	1	5	20140401	655
12107	0	5	20140401	754
12115	0	5	20140401	852
12116	0	5	20140401	852
12117	1	5	20140401	932
12166	0	5	20140401	1220
12176	1	5	20140401	1347
12264	0	5	20140401	1806
12394	0	5	20140402	1156
12465	1	5	20140402	1431
12536	0	5	20140402	1801
12630	1	5	20140403	703
12703	0	5	20140403	1218
12716	1	5	20140403	1337
12781	0	5	20140403	1742
12897	1	5	20140404	704
12979	0	5	20140404	1223
13070	0	5	20140404	1706
13193	1	5	20140407	652
13259	0	5	20140407	1202
13322	1	5	20140407	1439
122	0	7	20131213	1656
250	1	7	20131216	732
394	0	7	20131216	1745
537	0	7	20131217	1210
554	1	7	20131217	1333
606	0	7	20131217	1738
693	1	7	20131218	719
867	0	7	20131218	1744
869	0	7	20131218	1744
870	0	7	20131218	1744
949	1	7	20131219	721
1080	0	7	20131219	1740
1166	1	7	20131220	717
1233	0	7	20131220	1211
1252	1	7	20131220	1334
1318	0	7	20131220	1706
1408	1	7	20131223	718
1557	0	7	20131223	1739
1639	1	7	20131224	706
1706	0	7	20131224	1036
1893	0	7	20131226	1736
2038	0	7	20131227	1227
2050	1	7	20131227	1350
2137	0	7	20131227	1832
2196	1	7	20131230	807
2352	0	7	20131230	1904
2391	1	7	20131231	721
2497	1	7	20140102	717
2544	0	7	20140102	1207
2581	1	7	20140102	1358
2629	0	7	20140102	1744
2685	1	7	20140103	710
2825	0	7	20140103	1648
2905	1	7	20140106	720
3047	0	7	20140106	1743
3117	1	7	20140107	714
3235	0	7	20140107	1737
3396	0	7	20140108	1733
3397	0	7	20140108	1733
3477	1	7	20140109	732
3486	0	7	20140109	910
3521	1	7	20140109	1237
3584	0	7	20140109	1752
3632	1	7	20140110	718
3747	0	7	20140110	1700
3955	0	7	20140113	1815
4006	1	7	20140114	726
4299	0	7	20140115	1823
4300	0	7	20140115	1823
4437	0	7	20140116	1746
4492	1	7	20140117	730
4677	1	7	20140120	732
4766	0	7	20140120	1737
4972	0	7	20140121	1756
5024	1	7	20140122	722
5119	0	7	20140122	1746
5174	1	7	20140123	722
5277	0	7	20140123	1746
5326	1	7	20140124	720
5362	0	7	20140124	1248
5495	0	7	20140127	1213
5516	1	7	20140127	1404
5541	1	7	20140128	723
5590	0	7	20140128	1742
5607	1	7	20140129	721
5646	0	7	20140129	1738
5668	1	7	20140130	724
5679	0	7	20140130	1204
5689	1	7	20140130	1347
5730	1	7	20140131	739
5786	1	7	20140203	737
5797	0	7	20140203	1208
5816	1	7	20140203	1425
5837	1	7	20140204	716
5846	0	7	20140204	1206
5851	1	7	20140204	1357
5865	0	7	20140204	1739
5877	1	7	20140205	717
5891	0	7	20140205	1208
5895	1	7	20140205	1357
5915	0	7	20140205	1742
5926	1	7	20140206	733
5929	0	7	20140206	1204
5936	1	7	20140206	1406
5943	0	7	20140206	1746
5953	1	7	20140207	738
5973	0	7	20140207	1645
8165	1	7	20140310	710
8304	0	7	20140310	1742
8378	1	7	20140311	721
8513	0	7	20140311	1750
8569	1	7	20140312	713
8619	0	7	20140312	1208
8655	1	7	20140312	1418
8700	0	7	20140312	1750
8768	1	7	20140313	717
8828	0	7	20140313	1220
8848	1	7	20140313	1412
8900	0	7	20140313	1746
8981	1	7	20140314	721
9085	0	7	20140314	1710
9175	1	7	20140317	721
9311	0	7	20140317	1754
9414	1	7	20140318	724
9544	0	7	20140318	1740
9785	0	7	20140319	1744
9910	1	7	20140320	721
10066	0	7	20140320	1739
10191	1	7	20140321	718
10343	0	7	20140321	1655
10472	1	7	20140324	718
10615	0	7	20140324	1740
10801	1	7	20140325	1353
10858	0	7	20140325	1739
10994	1	7	20140326	718
11139	0	7	20140326	1744
11269	1	7	20140327	715
11414	0	7	20140327	1743
11524	1	7	20140328	714
11684	0	7	20140328	1740
11743	1	7	20140329	750
11764	0	7	20140329	1216
11819	1	7	20140331	726
11987	0	7	20140331	1759
12161	0	7	20140401	1214
12179	1	7	20140401	1352
12242	0	7	20140401	1743
12423	0	7	20140402	1220
12431	1	7	20140402	1255
12525	0	7	20140402	1749
12643	1	7	20140403	717
12916	1	7	20140404	720
13029	0	7	20140404	1430
13223	1	7	20140407	724
67	1	9	20131213	1349
102	0	9	20131213	1630
353	1	9	20131216	1540
383	0	9	20131216	1735
384	0	9	20131216	1735
452	1	9	20131217	653
510	0	9	20131217	1135
557	1	9	20131217	1348
603	0	9	20131217	1735
797	1	9	20131218	1359
847	0	9	20131218	1729
1377	1	9	20131222	1642
1443	1	9	20131223	1115
1731	0	9	20131224	1432
1734	1	9	20131224	1619
1878	0	9	20131226	1621
1884	1	9	20131226	1722
2087	0	9	20131227	1628
2507	1	9	20140102	800
4160	0	9	20140115	714
4206	0	9	20140115	1201
4462	1	9	20140117	644
4878	0	9	20140121	1202
5062	1	9	20140122	1352
5084	0	9	20140122	1507
5096	1	9	20140122	1620
5105	0	9	20140122	1736
5263	0	9	20140123	1734
7970	1	9	20140307	725
8001	0	9	20140307	1202
8002	0	9	20140307	1202
8045	1	9	20140307	1357
8108	0	9	20140308	944
8350	1	9	20140311	638
8409	0	9	20140311	1153
10412	1	9	20140322	941
10414	0	9	20140322	1005
11511	1	9	20140328	703
11532	0	9	20140328	733
11549	1	9	20140328	914
11572	0	9	20140328	1159
224	1	10	20131216	649
282	0	10	20131216	1201
325	1	10	20131216	1356
659	1	10	20131218	628
738	0	10	20131218	1148
739	0	10	20131218	1149
959	0	10	20131219	844
994	0	10	20131219	1204
1052	1	10	20131219	1512
1125	0	10	20131219	2027
1380	1	10	20131223	637
1618	1	10	20131224	632
1676	0	10	20131224	1007
2049	1	10	20131227	1350
2122	0	10	20131227	1713
2244	0	10	20131230	1213
2260	1	10	20131230	1354
2470	1	10	20140102	638
2577	1	10	20140102	1355
2619	0	10	20140102	1737
2662	1	10	20140103	645
2707	0	10	20140103	1030
3086	1	10	20140107	631
3258	0	10	20140107	1755
3276	1	10	20140108	625
3327	0	10	20140108	1110
3601	0	10	20140109	1956
3609	1	10	20140110	639
3668	0	10	20140110	1149
3693	1	10	20140110	1339
3729	0	10	20140110	1635
3783	1	10	20140113	621
3847	0	10	20140113	1205
3885	1	10	20140113	1355
3960	0	10	20140113	1827
3985	1	10	20140114	655
4028	0	10	20140114	1154
4067	1	10	20140114	1355
4123	0	10	20140114	1801
4303	1	10	20140116	616
4392	0	10	20140116	1233
4412	1	10	20140116	1411
4443	0	10	20140116	1804
4472	1	10	20140117	703
4514	0	10	20140117	1052
4555	1	10	20140117	1346
4588	0	10	20140117	1632
4642	1	10	20140120	644
4730	1	10	20140120	1359
4759	0	10	20140120	1733
4953	0	10	20140121	1739
4987	1	10	20140122	615
5135	0	10	20140122	1851
5153	1	10	20140123	654
5194	0	10	20140123	1159
5215	1	10	20140123	1349
5269	0	10	20140123	1738
5308	1	10	20140124	650
6386	1	10	20140224	648
6442	0	10	20140224	1204
6483	1	10	20140224	1414
6503	0	10	20140224	1733
6551	1	10	20140225	651
6595	0	10	20140225	1129
6648	1	10	20140225	1403
6712	0	10	20140225	1759
6723	1	10	20140226	645
6765	0	10	20140226	1140
6812	1	10	20140226	1401
6859	0	10	20140226	1740
6898	1	10	20140227	645
6952	0	10	20140227	1203
7022	0	10	20140227	1735
7049	1	10	20140228	644
7089	0	10	20140228	1031
7092	1	10	20140228	1112
7099	0	10	20140228	1155
7126	1	10	20140228	1348
7151	0	10	20140228	1634
7185	1	10	20140228	1814
7201	1	10	20140303	645
7255	0	10	20140303	1206
7289	1	10	20140303	1402
7348	0	10	20140303	1810
7412	0	10	20140304	1114
7475	1	10	20140304	1402
7521	0	10	20140304	1733
7645	1	10	20140305	1355
7698	0	10	20140305	1734
7754	1	10	20140306	656
7784	0	10	20140306	750
7794	1	10	20140306	1004
7798	0	10	20140306	1115
7844	1	10	20140306	1356
7863	0	10	20140306	1422
7872	1	10	20140306	1602
7884	0	10	20140306	1734
7948	1	10	20140307	657
7993	0	10	20140307	1107
8042	1	10	20140307	1353
8071	0	10	20140307	1631
8204	0	10	20140310	1152
8247	1	10	20140310	1354
8321	0	10	20140310	1758
8373	1	10	20140311	710
8410	0	10	20140311	1159
8495	0	10	20140311	1739
8596	0	10	20140312	1153
8705	0	10	20140312	1813
8747	1	10	20140313	641
8796	0	10	20140313	1141
8842	1	10	20140313	1358
8911	0	10	20140313	1830
8954	1	10	20140314	627
9002	0	10	20140314	1151
9093	0	10	20140314	1753
9140	1	10	20140317	628
9226	0	10	20140317	1231
9245	1	10	20140317	1356
9278	0	10	20140317	1610
9283	1	10	20140317	1648
9338	0	10	20140317	2009
9383	1	10	20140318	645
9533	0	10	20140318	1710
9534	0	10	20140318	1712
9625	1	10	20140319	637
9670	0	10	20140319	907
9673	1	10	20140319	942
9686	0	10	20140319	1155
9733	1	10	20140319	1358
9786	0	10	20140319	1746
9875	1	10	20140320	638
9994	0	10	20140320	1316
10029	1	10	20140320	1505
10083	0	10	20140320	1756
10085	0	10	20140320	1758
10157	1	10	20140321	643
10235	0	10	20140321	1205
10278	1	10	20140321	1355
10361	0	10	20140321	1753
10439	1	10	20140324	639
10511	0	10	20140324	1203
10512	0	10	20140324	1203
10682	0	10	20140324	2124
10702	1	10	20140325	636
10768	0	10	20140325	1137
10864	0	10	20140325	1746
10957	1	10	20140326	634
11045	0	10	20140326	1207
11080	1	10	20140326	1402
11209	0	10	20140326	2123
11235	1	10	20140327	643
11300	0	10	20140327	1124
11363	1	10	20140327	1404
11397	0	10	20140327	1724
11494	1	10	20140328	637
11571	0	10	20140328	1153
11625	1	10	20140328	1405
11716	0	10	20140328	2025
11750	1	10	20140329	1102
11780	1	10	20140331	638
11850	0	10	20140331	1157
12034	0	10	20140331	2121
12061	1	10	20140401	645
12134	0	10	20140401	1203
12182	1	10	20140401	1356
12270	0	10	20140401	1830
12389	0	10	20140402	1151
12452	1	10	20140402	1403
12587	0	10	20140402	2118
12614	1	10	20140403	640
12709	0	10	20140403	1230
12742	1	10	20140403	1421
12770	0	10	20140403	1733
12882	1	10	20140404	648
12948	0	10	20140404	1144
13255	0	10	20140407	1159
267	1	13	20131216	1049
278	0	13	20131216	1200
479	1	13	20131217	727
509	0	13	20131217	1133
695	1	13	20131218	722
726	0	13	20131218	1123
983	0	13	20131219	1140
1098	1	13	20131219	1800
1117	0	13	20131219	1849
1177	1	13	20131220	741
1209	0	13	20131220	1153
1975	1	13	20131227	722
2000	0	13	20131227	1133
2184	1	13	20131230	712
2210	0	13	20131230	1017
2412	0	13	20131231	1056
2491	1	13	20140102	705
2520	0	13	20140102	1113
2678	1	13	20140103	703
2714	0	13	20140103	1113
3118	1	13	20140107	715
3306	1	13	20140108	718
3323	0	13	20140108	1048
3464	1	13	20140109	710
3495	0	13	20140109	1141
6191	1	13	20140218	655
6267	0	13	20140219	1747
8281	0	13	20140310	1647
9033	1	13	20140314	1423
9055	0	13	20140314	1624
9056	0	13	20140314	1625
9997	1	13	20140320	1325
10052	0	13	20140320	1718
10215	1	13	20140321	1102
10327	0	13	20140321	1641
10538	1	13	20140324	1244
10588	0	13	20140324	1642
10708	1	13	20140325	647
10791	1	13	20140325	1327
10848	0	13	20140325	1730
11237	1	13	20140327	645
11386	0	13	20140327	1604
12066	1	13	20140401	649
12220	0	13	20140401	1654
12944	1	13	20140404	1109
13063	0	13	20140404	1650
13205	1	13	20140407	703
13248	0	13	20140407	1137
13284	1	13	20140407	1222
13339	0	13	20140407	1545
220	1	14	20131216	639
406	0	14	20131216	1804
445	1	14	20131217	649
522	0	14	20131217	1204
663	1	14	20131218	644
757	0	14	20131218	1205
923	1	14	20131219	644
2472	1	14	20140102	646
3203	1	14	20140107	1414
3268	0	14	20140107	1940
3279	1	14	20140108	640
3434	0	14	20140108	1944
3762	1	14	20140111	907
3767	0	14	20140111	1019
6219	1	14	20140219	706
6220	1	14	20140219	706
6266	0	14	20140219	1739
6279	1	14	20140220	708
6321	0	14	20140220	1801
6389	1	14	20140224	654
6539	0	14	20140224	1934
6554	1	14	20140225	656
6717	0	14	20140225	1926
6890	0	14	20140226	1947
7057	1	14	20140228	703
7152	0	14	20140228	1634
7368	1	14	20140304	653
7398	0	14	20140304	743
7408	1	14	20140304	902
7546	0	14	20140304	1818
7747	1	14	20140306	645
7921	0	14	20140306	1825
7936	1	14	20140307	644
8142	1	14	20140310	646
8327	0	14	20140310	1841
8354	1	14	20140311	647
8520	0	14	20140311	1822
8725	0	14	20140312	1945
8726	0	14	20140312	1945
8923	0	14	20140313	1952
9058	0	14	20140314	1633
9330	0	14	20140317	1913
9388	1	14	20140318	652
9578	0	14	20140318	1907
9839	0	14	20140319	1942
9880	1	14	20140320	648
10116	0	14	20140320	1937
10162	1	14	20140321	651
10351	0	14	20140321	1709
10445	1	14	20140324	651
10690	0	14	20140324	2217
10710	1	14	20140325	649
10859	0	14	20140325	1741
11223	0	14	20140326	2215
11236	1	14	20140327	645
11435	0	14	20140327	1828
11503	1	14	20140328	658
11733	0	14	20140328	2211
11782	1	14	20140331	645
12054	0	14	20140331	2249
12063	1	14	20140401	648
12235	0	14	20140401	1738
12325	1	14	20140402	644
12603	0	14	20140402	2215
12615	1	14	20140403	642
12857	0	14	20140403	2126
12880	1	14	20140404	645
13136	0	14	20140404	2212
13190	1	14	20140407	649
235	1	16	20131216	705
426	0	16	20131216	1937
809	1	16	20131218	1409
908	0	16	20131218	2009
1091	1	16	20131219	1750
1094	0	16	20131219	1756
1351	1	16	20131221	719
1359	0	16	20131221	910
1404	1	16	20131223	713
1459	0	16	20131223	1209
1502	1	16	20131223	1423
1554	0	16	20131223	1738
1555	0	16	20131223	1738
1675	0	16	20131224	1005
1781	1	16	20131226	745
1788	0	16	20131226	915
2160	1	16	20131230	634
2252	0	16	20131230	1230
2277	1	16	20131230	1429
2293	0	16	20131230	1529
2458	0	16	20131231	1243
2492	1	16	20140102	705
2563	0	16	20140102	1225
2888	1	16	20140106	703
2951	0	16	20140106	1211
3043	0	16	20140106	1742
3105	1	16	20140107	659
3165	0	16	20140107	1208
3900	1	16	20140113	1419
3953	0	16	20140113	1806
3996	1	16	20140114	708
4031	0	16	20140114	1200
4158	1	16	20140115	713
4196	0	16	20140115	1052
4354	1	16	20140116	1154
4384	0	16	20140116	1219
4734	1	16	20140120	1404
4776	0	16	20140120	1742
5165	1	16	20140123	707
5199	0	16	20140123	1209
5316	1	16	20140124	701
5377	1	16	20140124	1418
5413	0	16	20140124	1647
5501	0	16	20140127	1230
5554	0	16	20140128	1134
6460	0	16	20140224	1216
6480	1	16	20140224	1407
6529	0	16	20140224	1759
6565	1	16	20140225	709
6634	0	16	20140225	1219
6645	1	16	20140225	1359
6696	0	16	20140225	1741
6787	0	16	20140226	1208
6877	1	16	20140226	1752
6884	0	16	20140226	1759
7295	1	16	20140303	1407
7335	0	16	20140303	1742
7364	1	16	20140304	648
7403	0	16	20140304	754
7405	1	16	20140304	832
7416	0	16	20140304	1137
